Year,Sex,ICD10 Diagnosis,Diagnosis Type,Value_adm,Value_fat,Smoking Prevalence,"Tobacco Price
Index","Retail Prices
Index",Tobacco Price Index Relative to Retail Price Index,Real Households' Disposable Income,Affordability of Tobacco Index,Household Expenditure on Tobacco,Household Expenditure Total,Expenditure on Tobacco as a Percentage of Expenditure,All Pharmacotherapy Prescriptions,Nicotine Replacement Therapy (NRT) Prescriptions,Bupropion (Zyban) Prescriptions,Varenicline (Champix) Prescriptions,Net Ingredient Cost of All Pharmacotherapies,Net Ingredient Cost of Nicotine Replacement Therapies (NRT),Net Ingredient Cost of Bupropion (Zyban),Net Ingredient Cost of Varenicline (Champix)
2006,Female,All cancers,All cancers,714204.0,74555.0,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,All circulatory diseases,All circulatory diseases,406816.0,92867.0,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,All deaths,All deaths,,273983.0,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,All deaths which can be caused by smoking,All deaths which can be caused by smoking,,135749.0,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,All diseases of the digestive system,All diseases of the digestive system,526795.0,13389.0,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,All diseases which can be caused by smoking,All diseases which can be caused by smoking,636798.0,,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,All respiratory diseases,All respiratory diseases,256890.0,45041.0,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,4424.0,4652.0,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,Atherosclerosis,Circulatory diseases which can be caused by smoking,3311.0,518.0,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,Bladder,Cancers which can be caused by smoking,24940.0,1769.0,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,54580.0,29188.0,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,Cervical,Cancers which can be caused by smoking,7591.0,821.0,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,91747.0,17491.0,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,4381.0,879.0,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,Crohns Disease,Digestive diseases which can be caused caused by smoking,11565.0,,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,Hip Fracture 55+,Other diseases which can be caused by smoking,51124.0,,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,124554.0,37377.0,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,Kidney and Renal Pelvis,Cancers which can be caused by smoking,4146.0,1243.0,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,Larynx,Cancers which can be caused by smoking,1348.0,233.0,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,Myeloid Leukaemia,Cancers which can be caused by smoking,14495.0,1000.0,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,Oesophagus,Cancers which can be caused by smoking,15567.0,3378.0,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,Other Heart Disease,Circulatory diseases which can be caused by smoking,115934.0,14909.0,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,Other arterial disease,Circulatory diseases which can be caused by smoking,18181.0,1795.0,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,Pancreas,Cancers which can be caused by smoking,12894.0,3920.0,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,2663.0,,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,53408.0,18277.0,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,Spontaneous Abortion,Other diseases which can be caused by smoking,12546.0,,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,Stomach,Cancers which can be caused by smoking,8400.0,1795.0,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,16013.0,2213.0,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,58745.0,20126.0,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,Unspecified Site,Cancers which can be caused by smoking,8483.0,6304.0,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Female,Upper Respiratory Sites,Cancers which can be caused by smoking,6765.0,861.0,21.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,Age Related Cataract 45+,Other diseases which can be caused by smoking,46658.0,,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,All admissions,All admissions,4242616.0,,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,All cancers,All cancers,751715.0,90930.0,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,All circulatory diseases,All circulatory diseases,582491.0,91947.0,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,All deaths,All deaths,,268477.0,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,All deaths which can be caused by smoking,All deaths which can be caused by smoking,,136026.0,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,All diseases of the digestive system,All diseases of the digestive system,512518.0,11957.0,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,All diseases which can be caused by smoking,All diseases which can be caused by smoking,790240.0,,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,All respiratory diseases,All respiratory diseases,267362.0,41150.0,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,14396.0,7221.0,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,Atherosclerosis,Circulatory diseases which can be caused by smoking,6240.0,351.0,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,Bladder,Cancers which can be caused by smoking,88008.0,3871.0,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,53382.0,19500.0,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,Cervical,Cancers which can be caused by smoking,0.0,0.0,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,94399.0,19192.0,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,5895.0,1642.0,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,Crohns Disease,Digestive diseases which can be caused caused by smoking,8056.0,,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,Hip Fracture 55+,Other diseases which can be caused by smoking,15785.0,,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,254430.0,50091.0,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,Kidney and Renal Pelvis,Cancers which can be caused by smoking,9748.0,2623.0,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,Larynx,Cancers which can be caused by smoking,6874.0,887.0,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,Myeloid Leukaemia,Cancers which can be caused by smoking,22490.0,1467.0,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,Oesophagus,Cancers which can be caused by smoking,42518.0,6780.0,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,Other Heart Disease,Circulatory diseases which can be caused by smoking,143365.0,10560.0,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,Other arterial disease,Circulatory diseases which can be caused by smoking,26989.0,1356.0,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,Pancreas,Cancers which can be caused by smoking,13994.0,3753.0,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,1701.0,,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,59476.0,13337.0,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,Spontaneous Abortion,Other diseases which can be caused by smoking,0.0,,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,Stomach,Cancers which can be caused by smoking,23054.0,3305.0,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,17657.0,2247.0,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,91819.0,29729.0,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,Unspecified Site,Cancers which can be caused by smoking,8186.0,7028.0,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2006,Male,Upper Respiratory Sites,Cancers which can be caused by smoking,18119.0,1686.0,23.0,713.7,296.4,240.8,192.3,79.9,15542.0,851456.0,1.8,2079,1938,119,22.0,44817,39743,4315,760.0
2007,Female,Age Related Cataract 45+,Other diseases which can be caused by smoking,69038.0,,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,All admissions,All admissions,4905556.0,,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,All cancers,All cancers,727351.0,75435.0,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,All circulatory diseases,All circulatory diseases,406968.0,90426.0,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,All deaths,All deaths,,274880.0,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,All deaths which can be caused by smoking,All deaths which can be caused by smoking,,133889.0,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,All diseases of the digestive system,All diseases of the digestive system,560844.0,13296.0,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,All diseases which can be caused by smoking,All diseases which can be caused by smoking,641401.0,,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,All respiratory diseases,All respiratory diseases,255199.0,45326.0,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,4149.0,4459.0,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,Atherosclerosis,Circulatory diseases which can be caused by smoking,3573.0,356.0,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,Bladder,Cancers which can be caused by smoking,24584.0,1747.0,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,53855.0,28216.0,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,Cervical,Cancers which can be caused by smoking,7330.0,801.0,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,87425.0,18023.0,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,4620.0,893.0,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,Crohns Disease,Digestive diseases which can be caused caused by smoking,13740.0,,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,Hip Fracture 55+,Other diseases which can be caused by smoking,51839.0,,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,122271.0,35946.0,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,Kidney and Renal Pelvis,Cancers which can be caused by smoking,4330.0,1261.0,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,Larynx,Cancers which can be caused by smoking,1350.0,221.0,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,Myeloid Leukaemia,Cancers which can be caused by smoking,15528.0,1038.0,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,Oesophagus,Cancers which can be caused by smoking,15196.0,3342.0,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,Other Heart Disease,Circulatory diseases which can be caused by smoking,119781.0,14876.0,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,Other arterial disease,Circulatory diseases which can be caused by smoking,18287.0,1817.0,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,Pancreas,Cancers which can be caused by smoking,13457.0,4182.0,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,3088.0,,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,56263.0,17859.0,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,Spontaneous Abortion,Other diseases which can be caused by smoking,12722.0,,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,Stomach,Cancers which can be caused by smoking,7744.0,1773.0,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,16641.0,1986.0,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,58831.0,20656.0,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,Unspecified Site,Cancers which can be caused by smoking,7650.0,6211.0,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Female,Upper Respiratory Sites,Cancers which can be caused by smoking,7109.0,826.0,20.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,Age Related Cataract 45+,Other diseases which can be caused by smoking,47115.0,,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,All admissions,All admissions,4404809.0,,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,All cancers,All cancers,756215.0,91129.0,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,All circulatory diseases,All circulatory diseases,582964.0,89399.0,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,All deaths,All deaths,,266811.0,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,All deaths which can be caused by smoking,All deaths which can be caused by smoking,,133291.0,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,All diseases of the digestive system,All diseases of the digestive system,548898.0,11707.0,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,All diseases which can be caused by smoking,All diseases which can be caused by smoking,797400.0,,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,All respiratory diseases,All respiratory diseases,270345.0,41129.0,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,14719.0,7154.0,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,Atherosclerosis,Circulatory diseases which can be caused by smoking,6905.0,297.0,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,Bladder,Cancers which can be caused by smoking,89945.0,4076.0,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,53067.0,18566.0,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,Cervical,Cancers which can be caused by smoking,0.0,0.0,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,91842.0,19358.0,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,5954.0,1494.0,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,Crohns Disease,Digestive diseases which can be caused caused by smoking,9530.0,,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,Hip Fracture 55+,Other diseases which can be caused by smoking,16358.0,,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,251402.0,48420.0,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,Kidney and Renal Pelvis,Cancers which can be caused by smoking,10493.0,2456.0,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,Larynx,Cancers which can be caused by smoking,6878.0,876.0,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,Myeloid Leukaemia,Cancers which can be caused by smoking,22611.0,1453.0,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,Oesophagus,Cancers which can be caused by smoking,39868.0,6604.0,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,Other Heart Disease,Circulatory diseases which can be caused by smoking,150741.0,10727.0,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,Other arterial disease,Circulatory diseases which can be caused by smoking,26692.0,1295.0,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,Pancreas,Cancers which can be caused by smoking,13605.0,3799.0,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,1973.0,,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,63389.0,12985.0,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,Spontaneous Abortion,Other diseases which can be caused by smoking,0.0,,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,Stomach,Cancers which can be caused by smoking,20795.0,3360.0,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,18160.0,1978.0,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
2007,Male,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,90356.0,29600.0,22.0,751.5,309.1,243.1,195.9,80.6,15766.0,898478.0,1.8,2475,1756,107,612.0,61479,35883,3882,21714.0
